,OTU_name,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_1428,OTU_1428,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_1429,OTU_1429,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
OTU_1431,OTU_1431,Bacteria,Chloroflexota,Gitt-GS-136,NA,NA,NA,NA
OTU_1432,OTU_1432,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_1434,OTU_1434,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_1435,OTU_1435,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_1438,OTU_1438,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,NA
OTU_1439,OTU_1439,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_1440,OTU_1440,Bacteria,Actinomycetota,Thermoleophilia,NA,NA,NA,NA
OTU_1441,OTU_1441,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_1442,OTU_1442,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1443,OTU_1443,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_1444,OTU_1444,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_1445,OTU_1445,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,Bauldia,NA
OTU_1446,OTU_1446,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,NA
OTU_1452,OTU_1452,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
OTU_1453,OTU_1453,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Opitutus,NA
OTU_1454,OTU_1454,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
OTU_1455,OTU_1455,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
OTU_1456,OTU_1456,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,NA
OTU_1457,OTU_1457,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
OTU_1460,OTU_1460,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Brevitalea,NA
OTU_1461,OTU_1461,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
OTU_1463,OTU_1463,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
OTU_1465,OTU_1465,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tautonia,NA
OTU_1467,OTU_1467,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
OTU_1468,OTU_1468,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_1471,OTU_1471,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter,marinus
OTU_1472,OTU_1472,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Rhodoplanes,NA
OTU_1473,OTU_1473,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_1475,OTU_1475,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_1476,OTU_1476,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_1478,OTU_1478,Bacteria,Bacillota,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,NA
OTU_1479,OTU_1479,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
OTU_1481,OTU_1481,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
OTU_1482,OTU_1482,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU_1483,OTU_1483,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_1487,OTU_1487,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_1488,OTU_1488,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU_1490,OTU_1490,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_1491,OTU_1491,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_1492,OTU_1492,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,aggregatus
OTU_1493,OTU_1493,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,NA
OTU_1494,OTU_1494,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_1496,OTU_1496,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Psychroglaciecola,NA
OTU_1498,OTU_1498,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_1499,OTU_1499,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,NA,NA
OTU_1500,OTU_1500,Bacteria,Pseudomonadota,Alphaproteobacteria,Incertae Sedis,Incertae Sedis,Hypericibacter,NA
OTU_1501,OTU_1501,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_1502,OTU_1502,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_1503,OTU_1503,Bacteria,Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
OTU_1504,OTU_1504,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_1505,OTU_1505,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,NA
OTU_1506,OTU_1506,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,NA
OTU_1507,OTU_1507,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_1508,OTU_1508,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1509,OTU_1509,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Dankookia,NA
OTU_1510,OTU_1510,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,NA
OTU_1511,OTU_1511,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_1512,OTU_1512,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU_1514,OTU_1514,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
OTU_1515,OTU_1515,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae,OM27 clade,NA
OTU_1516,OTU_1516,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,Bauldia,NA
OTU_1517,OTU_1517,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_1519,OTU_1519,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1523,OTU_1523,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,NA
OTU_1524,OTU_1524,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
OTU_1525,OTU_1525,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
OTU_1526,OTU_1526,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
OTU_1528,OTU_1528,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_1533,OTU_1533,Bacteria,NA,NA,NA,NA,NA,NA
OTU_1534,OTU_1534,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
OTU_1538,OTU_1538,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Caldovatus,NA
OTU_1540,OTU_1540,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,NA
OTU_1542,OTU_1542,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
OTU_1544,OTU_1544,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1545,OTU_1545,Bacteria,Thermodesulfobacteriota,NA,NA,NA,NA,NA
OTU_1546,OTU_1546,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_1547,OTU_1547,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
OTU_1550,OTU_1550,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_1553,OTU_1553,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
OTU_1554,OTU_1554,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_1555,OTU_1555,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_1556,OTU_1556,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
OTU_1558,OTU_1558,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_1561,OTU_1561,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Paludibaculum,NA
OTU_1562,OTU_1562,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_1563,OTU_1563,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_1564,OTU_1564,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
OTU_1565,OTU_1565,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,NA
OTU_1566,OTU_1566,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_1569,OTU_1569,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
OTU_1570,OTU_1570,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_1572,OTU_1572,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_1573,OTU_1573,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,NA
OTU_1575,OTU_1575,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
OTU_1576,OTU_1576,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_1577,OTU_1577,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_1579,OTU_1579,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_1580,OTU_1580,Bacteria,Chloroflexota,Ktedonobacteria,C0119,NA,NA,NA
OTU_1581,OTU_1581,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1582,OTU_1582,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
OTU_1583,OTU_1583,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Mangrovihabitans,NA
OTU_1586,OTU_1586,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
OTU_1587,OTU_1587,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
OTU_1588,OTU_1588,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_1589,OTU_1589,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_1590,OTU_1590,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_1591,OTU_1591,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_1592,OTU_1592,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1593,OTU_1593,Bacteria,Acidobacteriota,Blastocatellia,??.24,NA,NA,NA
OTU_1594,OTU_1594,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_1595,OTU_1595,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_1596,OTU_1596,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter,NA
OTU_1597,OTU_1597,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola,NA
OTU_1599,OTU_1599,Bacteria,Myxococcota,Polyangiia,Polyangiales,Sandaracinaceae,NA,NA
OTU_1600,OTU_1600,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA
OTU_1603,OTU_1603,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_1604,OTU_1604,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
OTU_1605,OTU_1605,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
OTU_1606,OTU_1606,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1608,OTU_1608,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_1609,OTU_1609,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,B1-7BS,NA,NA
OTU_1611,OTU_1611,Bacteria,NA,NA,NA,NA,NA,NA
OTU_1613,OTU_1613,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,Nordella,NA
OTU_1615,OTU_1615,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU_1617,OTU_1617,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU_1618,OTU_1618,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1619,OTU_1619,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_1620,OTU_1620,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,saccharophilum
OTU_1622,OTU_1622,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_1623,OTU_1623,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
OTU_1624,OTU_1624,Bacteria,Chloroflexota,Dehalococcoidia,S085,NA,NA,NA
OTU_1625,OTU_1625,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU_1628,OTU_1628,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_1629,OTU_1629,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
OTU_1630,OTU_1630,Bacteria,Actinomycetota,Thermoleophilia,NA,NA,NA,NA
OTU_1631,OTU_1631,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_1633,OTU_1633,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
OTU_1634,OTU_1634,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_1636,OTU_1636,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_1641,OTU_1641,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_1642,OTU_1642,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Brevitalea,NA
OTU_1643,OTU_1643,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,NA
OTU_1644,OTU_1644,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1645,OTU_1645,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_1646,OTU_1646,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,NA
OTU_1647,OTU_1647,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_1651,OTU_1651,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
OTU_1652,OTU_1652,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
OTU_1653,OTU_1653,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_1654,OTU_1654,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,NA
OTU_1655,OTU_1655,Bacteria,Thermodesulfobacteriota,NA,NA,NA,NA,NA
OTU_1658,OTU_1658,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_1659,OTU_1659,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
OTU_1661,OTU_1661,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Allorhizocola,NA
OTU_1663,OTU_1663,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
OTU_1665,OTU_1665,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Tenggerimyces,NA
OTU_1666,OTU_1666,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU_1667,OTU_1667,Bacteria,MBNT15,NA,NA,NA,NA,NA
OTU_1669,OTU_1669,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_1671,OTU_1671,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,NA
OTU_1672,OTU_1672,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,NA,NA,NA
OTU_1673,OTU_1673,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_1675,OTU_1675,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_1678,OTU_1678,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1679,OTU_1679,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,NA
OTU_1681,OTU_1681,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,NA
OTU_1682,OTU_1682,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
OTU_1683,OTU_1683,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_1685,OTU_1685,Bacteria,Pseudomonadota,Gammaproteobacteria,CCD24,NA,NA,NA
OTU_1686,OTU_1686,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,NA
OTU_1688,OTU_1688,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
OTU_1689,OTU_1689,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_1690,OTU_1690,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_1691,OTU_1691,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_1692,OTU_1692,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_1695,OTU_1695,Bacteria,Acidobacteriota,Subgroup 25,NA,NA,NA,NA
OTU_1697,OTU_1697,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
OTU_1699,OTU_1699,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,NA
OTU_1701,OTU_1701,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_1703,OTU_1703,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_1704,OTU_1704,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
OTU_1707,OTU_1707,Bacteria,Actinomycetota,Thermoleophilia,NA,NA,NA,NA
OTU_1709,OTU_1709,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
OTU_1710,OTU_1710,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
OTU_1711,OTU_1711,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_1712,OTU_1712,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_1713,OTU_1713,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_1715,OTU_1715,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,NA
OTU_1720,OTU_1720,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,NA
OTU_1721,OTU_1721,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1722,OTU_1722,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1723,OTU_1723,Bacteria,Pseudomonadota,Gammaproteobacteria,R7C24,NA,NA,NA
OTU_1725,OTU_1725,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Enterovirga,NA
OTU_1726,OTU_1726,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,ochraceum
OTU_1728,OTU_1728,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_1729,OTU_1729,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,NA
OTU_1730,OTU_1730,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_1731,OTU_1731,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA
OTU_1732,OTU_1732,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
OTU_1733,OTU_1733,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_1734,OTU_1734,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
OTU_1736,OTU_1736,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_1738,OTU_1738,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
OTU_1739,OTU_1739,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_1740,OTU_1740,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,NA
OTU_1743,OTU_1743,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_1749,OTU_1749,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
OTU_1750,OTU_1750,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_1751,OTU_1751,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
OTU_1753,OTU_1753,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,Candidatus Entotheonella,NA
OTU_1755,OTU_1755,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_1756,OTU_1756,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_1757,OTU_1757,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
OTU_1758,OTU_1758,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Nocardiaceae,Nocardia,NA
OTU_1760,OTU_1760,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
OTU_1761,OTU_1761,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_1762,OTU_1762,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
OTU_1766,OTU_1766,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,Bauldia,NA
OTU_1767,OTU_1767,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_1768,OTU_1768,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_1769,OTU_1769,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_1770,OTU_1770,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_1771,OTU_1771,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
